Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_Semiurban,Property_Area_Urban,Predicted_Loan_Status
4.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,0.0,4.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,4.0,0.0,1
4.0,4.0,4.0,4.0,0.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0
4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,1
4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,0.0,4.0,1
4.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,3.0,4.0,0.0,0.0,1
0.0,4.0,3.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,4.0,0.0,1.0,4.0,3.0,3.0,4.0,0.0,0.0,0
4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,4.0,0.0,1
4.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,0.0,4.0,1
4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,1
0.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,0
4.0,4.0,1.0,4.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,4.0,0
0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0,1
4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,4.0,4.0,0.0,1
4.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,1
0.0,4.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1
4.0,4.0,1.0,0.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,4.0,0.0,0.0,1
4.0,4.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,1
4.0,0.0,3.0,4.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,0.0,1
4.0,4.0,3.0,0.0,4.0,4.0,0.0,4.0,3.0,4.0,0.0,0.0,1
4.0,4.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1
4.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,1
4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,4.0,0.0,1
4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,4.0,1
0.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0
4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,4.0,1
4.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,4.0,1
0.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,4.0,4.0,0.0,1
0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1
4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0
4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,1
0.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,4.0,1
4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,1
4.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,4.0,4.0,0.0,1
4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0
4.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0,4.0,1
4.0,4.0,4.0,0.0,4.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,1
4.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,1
4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,1
0.0,4.0,1.0,4.0,0.0,2.0,4.0,4.0,3.0,4.0,0.0,4.0,0
0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,4.0,0.0,1
4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,1
0.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,4.0,0
4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0
4.0,4.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,0.0,1
4.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,1
4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1
4.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,4.0,1
4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,0.0,0.0,1
4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0
4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,1
4.0,4.0,3.0,4.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,1
4.0,4.0,3.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,0.0,0.0,1
4.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,1
4.0,4.0,4.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,0
4.0,4.0,4.0,0.0,0.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,4.0,1
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,1
4.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,4.0,4.0,0.0,1
0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0,0.0,4.0,1
4.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,4.0,0.0,1
4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,0.0,4.0,1
4.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,0.0,4.0,1
4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,4.0,4.0,0.0,1
4.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,1
4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,1
